library,family,test,target,statistic,pvalue,note
statsmodels,autocorr,boxpierce_lag1,OTCS,0.23746055887464018,0.6260462792697379,
statsmodels,autocorr,ljungbox_lag2,OTCS,0.24146489984580777,0.8862710497624067,
statsmodels,autocorr,boxpierce_lag2,OTCS,0.24001386480546014,0.8869142882488126,
statsmodels,autocorr,ljungbox_lag3,OTCS,1.1553204625168358,0.7637390200179084,
statsmodels,autocorr,boxpierce_lag3,OTCS,1.1447491124797713,0.7662839062428012,
statsmodels,autocorr,ljungbox_lag5,OTCS,2.4833142078883035,0.779005861309147,
statsmodels,autocorr,boxpierce_lag5,OTCS,2.456072012511385,0.783095690844399,
statsmodels,autocorr,ljungbox_lag10,OTCS,8.253459248185186,0.6040944731215937,
statsmodels,autocorr,boxpierce_lag10,OTCS,8.109065130518276,0.6181843926325236,
statsmodels,autocorr,ljungbox_lag20,OTCS,24.807853458613536,0.20888124117384557,
statsmodels,autocorr,boxpierce_lag20,OTCS,24.012990406249063,0.24182517298930753,
statsmodels,autocorr,durbin_watson,OTCS,2.034084819300016,,
statsmodels,autocorr,breusch_godfrey,OTCS,2.4869470616812284,0.778459573826835,
statsmodels,autocorr,ljungbox_lag1,HETT,1.595387086265563,0.2065581548467224,
statsmodels,autocorr,boxpierce_lag1,HETT,1.5858338701801404,0.20792236881597703,
statsmodels,autocorr,ljungbox_lag2,HETT,4.578045135876149,0.10136549132990547,
statsmodels,autocorr,boxpierce_lag2,HETT,4.544678282668087,0.10307080071264954,
statsmodels,autocorr,ljungbox_lag3,HETT,5.248468838117103,0.15448133738704997,
statsmodels,autocorr,boxpierce_lag3,HETT,5.2084111295972555,0.15715708490542218,
statsmodels,autocorr,ljungbox_lag5,HETT,5.62965735465045,0.3439378241820616,
statsmodels,autocorr,boxpierce_lag5,HETT,5.585002567215057,0.34871504158167266,
statsmodels,autocorr,ljungbox_lag10,HETT,7.1211482685741245,0.7139604627856055,
statsmodels,autocorr,boxpierce_lag10,HETT,7.045000550128374,0.7211899068294817,
statsmodels,autocorr,ljungbox_lag20,HETT,10.550846659759392,0.9570496887081534,
statsmodels,autocorr,boxpierce_lag20,HETT,10.351474424034727,0.9613418519205144,
statsmodels,autocorr,durbin_watson,HETT,1.884604617440365,,
statsmodels,autocorr,breusch_godfrey,HETT,4.3159805601554995,0.5048753133143685,
statsmodels,autocorr,ljungbox_lag1,HUXZ,0.5626865799919264,0.4531797994993537,
statsmodels,autocorr,boxpierce_lag1,HUXZ,0.5593171992734118,0.4545354842206728,
statsmodels,autocorr,ljungbox_lag2,HUXZ,0.615896695967297,0.73495327884746,
statsmodels,autocorr,boxpierce_lag2,HUXZ,0.6121024839835101,0.7363488865057815,
statsmodels,autocorr,ljungbox_lag3,HUXZ,1.478917953368815,0.6871445332580033,
statsmodels,autocorr,boxpierce_lag3,HUXZ,1.4665107547842147,0.6900209157061826,
statsmodels,autocorr,ljungbox_lag5,HUXZ,5.168575818745653,0.3956554930016312,
statsmodels,autocorr,boxpierce_lag5,HUXZ,5.1116422568252045,0.4024078342159596,
statsmodels,autocorr,ljungbox_lag10,HUXZ,12.398215030908133,0.25928890082766615,
statsmodels,autocorr,boxpierce_lag10,HUXZ,12.198172415701858,0.2720125224905409,
statsmodels,autocorr,ljungbox_lag20,HUXZ,20.03565530551772,0.4557012937830858,
statsmodels,autocorr,boxpierce_lag20,HUXZ,19.561309136415957,0.48565486523594636,
statsmodels,autocorr,durbin_watson,HUXZ,2.0468293254084493,,
statsmodels,autocorr,breusch_godfrey,HUXZ,5.409372292910556,0.3679858976254592,
statsmodels,autocorr,ljungbox_lag1,DUCT,1.126275335584835,0.28857121323077206,
statsmodels,autocorr,boxpierce_lag1,DUCT,1.1195311718986982,0.2900194271473657,
statsmodels,autocorr,ljungbox_lag2,DUCT,1.5504292527894434,0.4606049124176984,
statsmodels,autocorr,boxpierce_lag2,DUCT,1.5402986306825113,0.46294393851812543,
statsmodels,autocorr,ljungbox_lag3,DUCT,3.4990981551387623,0.3208791058972601,
statsmodels,autocorr,boxpierce_lag3,DUCT,3.4695197395952104,0.3247368781526832,
statsmodels,autocorr,ljungbox_lag5,DUCT,7.567547677866908,0.18173461578225428,
statsmodels,autocorr,boxpierce_lag5,DUCT,7.48275352513795,0.1871405422552085,
statsmodels,autocorr,ljungbox_lag10,DUCT,10.858263024235224,0.3686668030682631,
statsmodels,autocorr,boxpierce_lag10,DUCT,10.700590101619326,0.3813155581419361,
statsmodels,autocorr,ljungbox_lag20,DUCT,17.334457178006968,0.6311613161473845,
statsmodels,autocorr,boxpierce_lag20,DUCT,16.943931703751602,0.656611354289784,
statsmodels,autocorr,durbin_watson,DUCT,2.0868295225104214,,
statsmodels,autocorr,breusch_godfrey,DUCT,7.534042972333276,0.1838541996344731,
statsmodels,autocorr,ljungbox_lag1,SMAH,0.01874942692550286,0.8910872742814917,
statsmodels,autocorr,boxpierce_lag1,SMAH,0.018637154907984878,0.8914118230828778,
statsmodels,autocorr,ljungbox_lag2,SMAH,0.019075504280854288,0.9905075879554893,
statsmodels,autocorr,boxpierce_lag2,SMAH,0.018960628851317534,0.9905644820817209,
statsmodels,autocorr,ljungbox_lag3,SMAH,0.06079967923521488,0.9960847182298664,
statsmodels,autocorr,boxpierce_lag3,SMAH,0.06026839487399787,0.9961353113808796,
statsmodels,autocorr,ljungbox_lag5,SMAH,2.7056076414588333,0.7452606408542183,
statsmodels,autocorr,boxpierce_lag5,SMAH,2.6721541834560143,0.7503739255595842,
statsmodels,autocorr,ljungbox_lag10,SMAH,7.505402617110171,0.6770241288890759,
statsmodels,autocorr,boxpierce_lag10,SMAH,7.384620512967466,0.6887035273168285,
statsmodels,autocorr,ljungbox_lag20,SMAH,18.13570572376612,0.5784690063890726,
statsmodels,autocorr,boxpierce_lag20,SMAH,17.655515615611872,0.6100895422812224,
statsmodels,autocorr,durbin_watson,SMAH,1.9836049091048282,,
statsmodels,autocorr,breusch_godfrey,SMAH,2.8305723687440905,0.7260868214601874,
statsmodels,autocorr,ljungbox_lag1,NPCK,2.430422658767802,0.11900080886136777,
statsmodels,autocorr,boxpierce_lag1,NPCK,2.415869229673384,0.12011128286582956,
statsmodels,autocorr,ljungbox_lag2,NPCK,5.268634572964531,0.07176794963631333,
statsmodels,autocorr,boxpierce_lag2,NPCK,5.231420769305669,0.07311582987936878,
statsmodels,autocorr,ljungbox_lag3,NPCK,5.2849495733306115,0.152081977121571,
statsmodels,autocorr,boxpierce_lag3,NPCK,5.247572945316798,0.15454070787727492,
statsmodels,autocorr,ljungbox_lag5,NPCK,5.341504816063508,0.375638505469164,
statsmodels,autocorr,boxpierce_lag5,NPCK,5.303339707524079,0.37999231928287136,
statsmodels,autocorr,ljungbox_lag10,NPCK,15.206920360741773,0.12469804964346141,
statsmodels,autocorr,boxpierce_lag10,NPCK,14.991015308385478,0.13238976547611492,
statsmodels,autocorr,ljungbox_lag20,NPCK,24.613959809170833,0.21660086313577814,
statsmodels,autocorr,boxpierce_lag20,NPCK,24.076955001601007,0.23904676640954414,
statsmodels,autocorr,durbin_watson,NPCK,1.8434251394251602,,
statsmodels,autocorr,breusch_godfrey,NPCK,4.964178115597773,0.4202675855867971,
statsmodels,autocorr,ljungbox_lag1,MSDP,0.0530357821596994,0.8178625538381387,
statsmodels,autocorr,boxpierce_lag1,MSDP,0.05271820262580899,0.8183991500651171,
statsmodels,autocorr,ljungbox_lag2,MSDP,0.22659243009692057,0.8928861346300959,
statsmodels,autocorr,boxpierce_lag2,MSDP,0.2248891687431721,0.8936468677391505,
statsmodels,autocorr,ljungbox_lag3,MSDP,0.35558707245143995,0.949256317313978,
statsmodels,autocorr,boxpierce_lag3,MSDP,0.3525964394175067,0.94985107565457,
statsmodels,autocorr,ljungbox_lag5,MSDP,4.52622002493465,0.4763829723228932,
statsmodels,autocorr,boxpierce_lag5,MSDP,4.4649597592102195,0.48458534718940116,
statsmodels,autocorr,ljungbox_lag10,MSDP,9.326306671993395,0.5014411126454392,
statsmodels,autocorr,boxpierce_lag10,MSDP,9.155672533639612,0.517396264058915,
statsmodels,autocorr,ljungbox_lag20,MSDP,29.03291393372639,0.08711330130385231,
statsmodels,autocorr,boxpierce_lag20,MSDP,28.167383915038858,0.10549588145708873,
statsmodels,autocorr,durbin_watson,MSDP,2.006221911906826,,
statsmodels,autocorr,breusch_godfrey,MSDP,4.66009191749314,0.4587534497769611,
statsmodels,autocorr,ljungbox_lag1,EORC,0.22680636339537036,0.6339020399717873,
statsmodels,autocorr,boxpierce_lag1,EORC,0.22544824145887116,0.6349196232948195,
statsmodels,autocorr,ljungbox_lag2,EORC,1.5203780867881618,0.46757802611731525,
statsmodels,autocorr,boxpierce_lag2,EORC,1.5086920469004226,0.470318091180959,
statsmodels,autocorr,ljungbox_lag3,EORC,3.249882473092632,0.3546792042289078,
statsmodels,autocorr,boxpierce_lag3,EORC,3.220935910387483,0.3587993499797366,
statsmodels,autocorr,ljungbox_lag5,EORC,4.34627494105461,0.5007108503283101,
statsmodels,autocorr,boxpierce_lag5,EORC,4.3038965446123685,0.5065418515654584,
statsmodels,autocorr,ljungbox_lag10,EORC,8.843930463645925,0.5469765538342349,
statsmodels,autocorr,boxpierce_lag10,EORC,8.709290468386257,0.5598972829381789,
statsmodels,autocorr,ljungbox_lag20,EORC,14.013877687895864,0.8297916091545265,
statsmodels,autocorr,boxpierce_lag20,EORC,13.688691712076022,0.8459227180839012,
statsmodels,autocorr,durbin_watson,EORC,2.034583503936563,,
statsmodels,autocorr,breusch_godfrey,EORC,5.572216589972916,0.3500920355171932,
statsmodels,autocorr,ljungbox_lag1,CUBO,2.2585414199440006,0.1328791623129893,
statsmodels,autocorr,boxpierce_lag1,CUBO,2.2450172198245752,0.13404541625984892,
statsmodels,autocorr,ljungbox_lag2,CUBO,2.5025573991735097,0.2861386774231141,
statsmodels,autocorr,boxpierce_lag2,CUBO,2.4870849676829914,0.2883608926498271,
statsmodels,autocorr,ljungbox_lag3,CUBO,3.592345130136253,0.3089812834737698,
statsmodels,autocorr,boxpierce_lag3,CUBO,3.565996573586226,0.3123029205100997,
statsmodels,autocorr,ljungbox_lag5,CUBO,5.649979717386574,0.3417801308068601,
statsmodels,autocorr,boxpierce_lag5,CUBO,5.596207269832853,0.3475116889042511,
statsmodels,autocorr,ljungbox_lag10,CUBO,7.592458791808206,0.6685763772626231,
statsmodels,autocorr,boxpierce_lag10,CUBO,7.504082888784195,0.6771520176482382,
statsmodels,autocorr,ljungbox_lag20,CUBO,19.04837673662211,0.5186835042056752,
statsmodels,autocorr,boxpierce_lag20,CUBO,18.51009125321629,0.5538444170183032,
statsmodels,autocorr,durbin_watson,CUBO,2.128587771691958,,
statsmodels,autocorr,breusch_godfrey,CUBO,5.1429690252234295,0.3986825647308663,
statsmodels,autocorr,ljungbox_lag1,HRET,3.312360913302485,0.06876064018132338,
statsmodels,autocorr,boxpierce_lag1,HRET,3.292526416815644,0.06959585915913886,
statsmodels,autocorr,ljungbox_lag2,HRET,3.535134769787394,0.17074784781867353,
statsmodels,autocorr,boxpierce_lag2,HRET,3.5135216397158424,0.17260305167694318,
statsmodels,autocorr,ljungbox_lag3,HRET,5.464622921229528,0.14076993653259234,
statsmodels,autocorr,boxpierce_lag3,HRET,5.423753422381108,0.14327080025486494,
statsmodels,autocorr,ljungbox_lag5,HRET,7.374353153136524,0.1942543021531717,
statsmodels,autocorr,boxpierce_lag5,HRET,7.310612446344091,0.19854546103030257,
statsmodels,autocorr,ljungbox_lag10,HRET,8.754731012243544,0.5555280478700546,
statsmodels,autocorr,boxpierce_lag10,HRET,8.664962436727356,0.564167347391366,
statsmodels,autocorr,ljungbox_lag20,HRET,21.319936361546308,0.3785211545129247,
statsmodels,autocorr,boxpierce_lag20,HRET,20.77364014492164,0.4105620205888896,
statsmodels,autocorr,durbin_watson,HRET,2.149292687915831,,
statsmodels,autocorr,breusch_godfrey,HRET,6.8363972766539,0.23309476475252705,
statsmodels,autocorr,ljungbox_lag1,ANSO,7.247740819423891,0.007099027157679413,
statsmodels,autocorr,boxpierce_lag1,ANSO,7.204341173798598,0.00727274424617394,
statsmodels,autocorr,ljungbox_lag2,ANSO,7.508080393103876,0.023422921224353882,
statsmodels,autocorr,boxpierce_lag2,ANSO,7.462602188008085,0.02396163920114072,
statsmodels,autocorr,ljungbox_lag3,ANSO,7.969112409961999,0.04665439088852092,
statsmodels,autocorr,boxpierce_lag3,ANSO,7.919033086933493,0.0477150234400576,
statsmodels,autocorr,ljungbox_lag5,ANSO,8.268465367039525,0.14204746717482278,
statsmodels,autocorr,boxpierce_lag5,ANSO,8.21429708850088,0.14481405749026136,
statsmodels,autocorr,ljungbox_lag10,ANSO,19.262002686862182,0.0370583118897376,
statsmodels,autocorr,boxpierce_lag10,ANSO,18.96601596265321,0.04069646040098942,
statsmodels,autocorr,ljungbox_lag20,ANSO,23.48868963888765,0.2654404158646568,
statsmodels,autocorr,boxpierce_lag20,ANSO,23.053947051299197,0.2861533933503274,
statsmodels,autocorr,durbin_watson,ANSO,2.2377772478540727,,
statsmodels,autocorr,breusch_godfrey,ANSO,9.345183571172335,0.09606307217972516,
statsmodels,autocorr,ljungbox_lag1,DIHO,0.45212990105601825,0.5013252299438292,
statsmodels,autocorr,boxpierce_lag1,DIHO,0.4494225363790361,0.5026093102454414,
statsmodels,autocorr,ljungbox_lag2,DIHO,0.8448879043880725,0.655442989438862,
statsmodels,autocorr,boxpierce_lag2,DIHO,0.8390447472693175,0.6573607176564392,
statsmodels,autocorr,ljungbox_lag3,DIHO,6.034869205461362,0.10992603152194036,
statsmodels,autocorr,boxpierce_lag3,DIHO,5.977229827773013,0.11272331403149498,
statsmodels,autocorr,ljungbox_lag5,DIHO,7.985713869420028,0.15702472373538806,
statsmodels,autocorr,boxpierce_lag5,DIHO,7.9036757256588395,0.16162475525657646,
statsmodels,autocorr,ljungbox_lag10,DIHO,11.541146639051794,0.31693833683487593,
statsmodels,autocorr,boxpierce_lag10,DIHO,11.384485696290135,0.32835771705198735,
statsmodels,autocorr,ljungbox_lag20,DIHO,20.921023633744817,0.4017941676000012,
statsmodels,autocorr,boxpierce_lag20,DIHO,20.45041389809638,0.43008979278653847,
statsmodels,autocorr,durbin_watson,DIHO,1.9384396210824504,,
statsmodels,autocorr,breusch_godfrey,DIHO,7.5533319766687,0.1826313201334782,
statsmodels,autocorr,ljungbox_lag1,RTTH,1.3953614971128774,0.2375017536990521,
statsmodels,autocorr,boxpierce_lag1,RTTH,1.3870060390463332,0.23891135931532018,
statsmodels,autocorr,ljungbox_lag2,RTTH,1.5011282140304583,0.4721001625981922,
statsmodels,autocorr,boxpierce_lag2,RTTH,1.4919283111182646,0.4742768028101556,
statsmodels,autocorr,ljungbox_lag3,RTTH,1.5148809002369392,0.6788401097378756,
statsmodels,autocorr,boxpierce_lag3,RTTH,1.5055437449673954,0.6809914292266492,
statsmodels,autocorr,ljungbox_lag5,RTTH,4.4123634091476776,0.4916938290068036,
statsmodels,autocorr,boxpierce_lag5,RTTH,4.367947966687139,0.4977434840061261,
statsmodels,autocorr,ljungbox_lag10,RTTH,6.13411854618979,0.803872076025626,
statsmodels,autocorr,boxpierce_lag10,RTTH,6.056303884100744,0.8105108492573249,
statsmodels,autocorr,ljungbox_lag20,RTTH,26.970735965860452,0.13608932629799975,
statsmodels,autocorr,boxpierce_lag20,RTTH,26.186087816056045,0.15975356024263504,
statsmodels,autocorr,durbin_watson,RTTH,1.8935854669014738,,
statsmodels,autocorr,breusch_godfrey,RTTH,4.269601908864945,0.5112880959655766,
statsmodels,autocorr,ljungbox_lag1,SPLZ,0.3167956196765955,0.5735397538184202,
statsmodels,autocorr,boxpierce_lag1,SPLZ,0.314898639918053,0.5746896260107615,
statsmodels,autocorr,ljungbox_lag2,SPLZ,0.7177055423604051,0.6984771797525663,
statsmodels,autocorr,boxpierce_lag2,SPLZ,0.7126076849756446,0.7002598192223004,
statsmodels,autocorr,ljungbox_lag3,SPLZ,1.9583771672356907,0.5810904655266129,
statsmodels,autocorr,boxpierce_lag3,SPLZ,1.940897357506865,0.5847638376287729,
statsmodels,autocorr,ljungbox_lag5,SPLZ,9.54400803485364,0.08923596051455299,
statsmodels,autocorr,boxpierce_lag5,SPLZ,9.422730220106095,0.09334512357387977,
statsmodels,autocorr,ljungbox_lag10,SPLZ,15.405761551583442,0.11795386428442058,
statsmodels,autocorr,boxpierce_lag10,SPLZ,15.170624653680878,0.12596390950447717,
statsmodels,autocorr,ljungbox_lag20,SPLZ,19.956130149264826,0.4606769858880101,
statsmodels,autocorr,boxpierce_lag20,SPLZ,19.561595598733476,0.4856365884860442,
statsmodels,autocorr,durbin_watson,SPLZ,2.040885610812351,,
statsmodels,autocorr,breusch_godfrey,SPLZ,9.29567946149746,0.09783596482791232,
statsmodels,autocorr,ljungbox_lag1,NWIG,0.3011505605596952,0.5831620201634864,
statsmodels,autocorr,boxpierce_lag1,NWIG,0.29934726378987664,0.5842919173537209,
statsmodels,autocorr,ljungbox_lag2,NWIG,1.4645203136903417,0.480821030130712,
statsmodels,autocorr,boxpierce_lag2,NWIG,1.4534286356580033,0.48349499399252216,
statsmodels,autocorr,ljungbox_lag3,NWIG,1.5186171224544702,0.6779802220826625,
statsmodels,autocorr,boxpierce_lag3,NWIG,1.506985556111112,0.6806590086753084,
statsmodels,autocorr,ljungbox_lag5,NWIG,2.919211325813801,0.7124395715006049,
statsmodels,autocorr,boxpierce_lag5,NWIG,2.888781433058917,0.7171275494620825,
statsmodels,autocorr,ljungbox_lag10,NWIG,4.852013688543985,0.9008417499088511,
statsmodels,autocorr,boxpierce_lag10,NWIG,4.783529311195383,0.905161353828999,
statsmodels,autocorr,ljungbox_lag20,NWIG,14.574044396430926,0.8002401582677467,
statsmodels,autocorr,boxpierce_lag20,NWIG,14.173402135233133,0.8215962921414595,
statsmodels,autocorr,durbin_watson,NWIG,2.0416399075333955,,
statsmodels,autocorr,breusch_godfrey,NWIG,3.169554819526075,0.6738641095746573,
statsmodels,autocorr,ljungbox_lag1,MMBT,0.05824718165242646,0.809288101553997,
statsmodels,autocorr,boxpierce_lag1,MMBT,0.057898396133549655,0.8098489846259362,
statsmodels,autocorr,ljungbox_lag2,MMBT,2.237695933435891,0.326655896404996,
statsmodels,autocorr,boxpierce_lag2,MMBT,2.2199463594796214,0.3295678000508041,
statsmodels,autocorr,ljungbox_lag3,MMBT,3.0630037567023414,0.38201287621050395,
statsmodels,autocorr,boxpierce_lag3,MMBT,3.0370175777234523,0.3859529330978104,
statsmodels,autocorr,ljungbox_lag5,MMBT,5.250045855084691,0.38613261072188293,
statsmodels,autocorr,boxpierce_lag5,MMBT,5.19562591839959,0.39247541761697646,
statsmodels,autocorr,ljungbox_lag10,MMBT,6.900951489749684,0.7347614908369725,
statsmodels,autocorr,boxpierce_lag10,MMBT,6.815362401739949,0.7427533283127823,
statsmodels,autocorr,ljungbox_lag20,MMBT,14.920855837993987,0.7809181994116376,
statsmodels,autocorr,boxpierce_lag20,MMBT,14.607844337885307,0.7983899540415837,
statsmodels,autocorr,durbin_watson,MMBT,1.9731089980145675,,
statsmodels,autocorr,breusch_godfrey,MMBT,5.477899252930449,0.36037539470755414,
statsmodels,autocorr,ljungbox_lag1,MDGI,0.16939401662773074,0.6806509266790475,
statsmodels,autocorr,boxpierce_lag1,MDGI,0.16837968119882216,0.6815558691693915,
statsmodels,autocorr,ljungbox_lag2,MDGI,0.2983224006215759,0.8614302408834392,
statsmodels,autocorr,boxpierce_lag2,MDGI,0.29627869685738706,0.86231094489427,
statsmodels,autocorr,ljungbox_lag3,MDGI,1.8922011153370928,0.5950793009177184,
statsmodels,autocorr,boxpierce_lag3,MDGI,1.8742504383721506,0.598911996352568,
statsmodels,autocorr,ljungbox_lag5,MDGI,8.066017160342366,0.15263462648045992,
statsmodels,autocorr,boxpierce_lag5,MDGI,7.964475801139267,0.15820433352967847,
statsmodels,autocorr,ljungbox_lag10,MDGI,14.504481774899666,0.15119881582705125,
statsmodels,autocorr,boxpierce_lag10,MDGI,14.262401751769863,0.16135559531992474,
statsmodels,autocorr,ljungbox_lag20,MDGI,20.07362896709016,0.4533324140504262,
statsmodels,autocorr,boxpierce_lag20,MDGI,19.626165303682363,0.48152233377997167,
statsmodels,autocorr,durbin_watson,MDGI,2.033973910551313,,
statsmodels,autocorr,breusch_godfrey,MDGI,11.566337690482023,0.04123818309834933,
statsmodels,autocorr,ljungbox_lag1,AGVF,1.4729783927334075,0.22487635775131773,
statsmodels,autocorr,boxpierce_lag1,AGVF,1.4641581628368001,0.2262696706914351,
statsmodels,autocorr,ljungbox_lag2,AGVF,3.0591959407055986,0.21662273857538558,
statsmodels,autocorr,boxpierce_lag2,AGVF,3.037711299248335,0.21896231324262885,
statsmodels,autocorr,ljungbox_lag3,AGVF,3.137657384505414,0.37088421095488183,
statsmodels,autocorr,boxpierce_lag3,AGVF,3.115389694706835,0.37417424732026067,
statsmodels,autocorr,ljungbox_lag5,AGVF,4.414208143049055,0.49144348754555645,
statsmodels,autocorr,boxpierce_lag5,AGVF,4.374582416354447,0.49683713340329505,
statsmodels,autocorr,ljungbox_lag10,AGVF,12.75924270426111,0.23744609085557894,
statsmodels,autocorr,boxpierce_lag10,AGVF,12.56351984595018,0.24910953617214934,
statsmodels,autocorr,ljungbox_lag20,AGVF,21.820806991193162,0.3503127963856693,
statsmodels,autocorr,boxpierce_lag20,AGVF,21.30772032396256,0.3792235496374515,
statsmodels,autocorr,durbin_watson,AGVF,2.102100478442776,,
statsmodels,autocorr,breusch_godfrey,AGVF,4.346902143889911,0.5006248361766384,
statsmodels,autocorr,ljungbox_lag1,RRES,0.3281399738166257,0.5667563969477898,
statsmodels,autocorr,boxpierce_lag1,RRES,0.32617506379377165,0.5679200768724677,
statsmodels,autocorr,ljungbox_lag2,RRES,1.7699439822474345,0.41272573310115734,
statsmodels,autocorr,boxpierce_lag2,RRES,1.756467662975632,0.4155161355074035,
statsmodels,autocorr,ljungbox_lag3,RRES,2.209920172510271,0.5299970507101897,
statsmodels,autocorr,boxpierce_lag3,RRES,2.192052873295725,0.5335154032261242,
statsmodels,autocorr,ljungbox_lag5,RRES,2.5511344635472346,0.7687751964384124,
statsmodels,autocorr,boxpierce_lag5,RRES,2.529040595090365,0.772115289894491,
statsmodels,autocorr,ljungbox_lag10,RRES,7.18118067723009,0.7082368386105419,
statsmodels,autocorr,boxpierce_lag10,RRES,7.064876214061747,0.7193063775419059,
statsmodels,autocorr,ljungbox_lag20,RRES,20.041679079126023,0.4553252106659937,
statsmodels,autocorr,boxpierce_lag20,RRES,19.47999410508361,0.49085121476439997,
statsmodels,autocorr,durbin_watson,RRES,1.9383835628701434,,
statsmodels,autocorr,breusch_godfrey,RRES,2.5718190754618817,0.7656422534354855,
statsmodels,autocorr,ljungbox_lag1,CTGI,0.09349179333263428,0.759784129119695,
statsmodels,autocorr,boxpierce_lag1,CTGI,0.09293196223483408,0.7604823474977181,
statsmodels,autocorr,ljungbox_lag2,CTGI,0.20565723690715357,0.9022815946465306,
statsmodels,autocorr,boxpierce_lag2,CTGI,0.20420187332572445,0.9029384074794379,
statsmodels,autocorr,ljungbox_lag3,CTGI,1.4146884713488195,0.7020953127753224,
statsmodels,autocorr,boxpierce_lag3,CTGI,1.4011669277829428,0.7052612196341769,
statsmodels,autocorr,ljungbox_lag5,CTGI,5.8001759641993,0.3261508294614914,
statsmodels,autocorr,boxpierce_lag5,CTGI,5.727610827956135,0.3336321517289833,
statsmodels,autocorr,ljungbox_lag10,CTGI,7.745659746708957,0.6536647554459483,
statsmodels,autocorr,boxpierce_lag10,CTGI,7.637403758147893,0.6642069956413693,
statsmodels,autocorr,ljungbox_lag20,CTGI,17.84853163050748,0.597385586067189,
statsmodels,autocorr,boxpierce_lag20,CTGI,17.368567058154294,0.6289276433765185,
statsmodels,autocorr,durbin_watson,CTGI,1.9671865272095177,,
statsmodels,autocorr,breusch_godfrey,CTGI,5.569484637054673,0.3503867825561696,
statsmodels,autocorr,ljungbox_lag1,ALUT,2.589216889652948,0.10759352077981436,
statsmodels,autocorr,boxpierce_lag1,ALUT,2.573712596900535,0.10865246576960255,
statsmodels,autocorr,ljungbox_lag2,ALUT,2.8734821781889313,0.2377011446522221,
statsmodels,autocorr,boxpierce_lag2,ALUT,2.8557083022945147,0.23982299438329685,
statsmodels,autocorr,ljungbox_lag3,ALUT,2.9788519719282123,0.3948972922229066,
statsmodels,autocorr,boxpierce_lag3,ALUT,2.9600265012858986,0.3978294540391356,
statsmodels,autocorr,ljungbox_lag5,ALUT,6.826184933851091,0.23389142373374636,
statsmodels,autocorr,boxpierce_lag5,ALUT,6.755620014639632,0.23945875743022513,
statsmodels,autocorr,ljungbox_lag10,ALUT,10.044210784116618,0.43662312188944064,
statsmodels,autocorr,boxpierce_lag10,ALUT,9.909167414721884,0.4484982215858496,
statsmodels,autocorr,ljungbox_lag20,ALUT,18.640453959974707,0.5452951279746017,
statsmodels,autocorr,boxpierce_lag20,ALUT,18.175336979502053,0.5758590622031425,
statsmodels,autocorr,durbin_watson,ALUT,1.8525195141488007,,
statsmodels,autocorr,breusch_godfrey,ALUT,7.550307662310235,0.18282258550324154,
statsmodels,autocorr,ljungbox_lag1,ACAC,1.1480398989436151,0.2839598435821331,
statsmodels,autocorr,boxpierce_lag1,ACAC,1.1411654085307792,0.28540620547473583,
statsmodels,autocorr,ljungbox_lag2,ACAC,9.948429442932474,0.006913946181747315,
statsmodels,autocorr,boxpierce_lag2,ACAC,9.871292361350067,0.007185816109851891,
statsmodels,autocorr,ljungbox_lag3,ACAC,10.677263382562607,0.013605394646183355,
statsmodels,autocorr,boxpierce_lag3,ACAC,10.592852509167523,0.014144074565296875,
statsmodels,autocorr,ljungbox_lag5,ACAC,10.928681502652543,0.05281249931655016,
statsmodels,autocorr,boxpierce_lag5,ACAC,10.841233668340248,0.054620322180859285,
statsmodels,autocorr,ljungbox_lag10,ACAC,16.26125886133804,0.09239382934508039,
statsmodels,autocorr,boxpierce_lag10,ACAC,16.066283948418864,0.09775060287660216,
statsmodels,autocorr,ljungbox_lag20,ACAC,22.03161723677927,0.33879747266768423,
statsmodels,autocorr,boxpierce_lag20,ACAC,21.626138930434976,0.36113697059349253,
statsmodels,autocorr,durbin_watson,ACAC,2.0877776590417936,,
statsmodels,autocorr,breusch_godfrey,ACAC,10.917823818093268,0.05303385979078338,
statsmodels,autocorr,ljungbox_lag1,SRTX,0.33791865795675396,0.5610330827667686,
statsmodels,autocorr,boxpierce_lag1,SRTX,0.33589519293904885,0.5622082319576887,
statsmodels,autocorr,ljungbox_lag2,SRTX,0.34161394061523026,0.8429842787636536,
statsmodels,autocorr,boxpierce_lag2,SRTX,0.3395609723427669,0.8438500330183831,
statsmodels,autocorr,ljungbox_lag3,SRTX,3.283558152519257,0.34993760749957065,
statsmodels,autocorr,boxpierce_lag3,SRTX,3.252144463569109,0.35435897451743537,
statsmodels,autocorr,ljungbox_lag5,SRTX,7.693317726333731,0.17396711408552037,
statsmodels,autocorr,boxpierce_lag5,SRTX,7.601157767244557,0.17962978916087513,
statsmodels,autocorr,ljungbox_lag10,SRTX,15.135473722422043,0.12720023771802627,
statsmodels,autocorr,boxpierce_lag10,SRTX,14.873841441751992,0.1367295144594642,
statsmodels,autocorr,ljungbox_lag20,SRTX,20.620451906929418,0.41976702838944563,
statsmodels,autocorr,boxpierce_lag20,SRTX,20.175007710712045,0.4470311060955851,
statsmodels,autocorr,durbin_watson,SRTX,1.9390700799636467,,
statsmodels,autocorr,breusch_godfrey,SRTX,7.733041670418041,0.17157491344511042,
statsmodels,autocorr,ljungbox_lag1,GARI,0.015934018543839964,0.8995498470339435,
