library,family,test,target,statistic,pvalue,note,q_bh,sig_raw,sig_bh,sig_bonf
scipy,dist_fit,ks_cauchy,FWWG,0.085030846679368,0.0013769927200761,,0.011379675686666637,True,True,False
scipy,dist_fit,ks_cauchy,MDGI,0.08470276000246,0.0014562316676334,,0.012009341493328166,True,True,False
scipy,dist_fit,ks_cauchy,CCNS,0.0843482634406081,0.0015466050524828,,0.012728010682436739,True,True,False
scipy,dist_fit,ks_cauchy,CTGI,0.0840217900933634,0.0016344214045715,,0.013422685785043445,True,True,False
scipy,dist_fit,ks_cauchy,EORC,0.083913718230721,0.0016644972575802,,0.01361773320935012,True,True,False
scipy,dist_fit,ks_cauchy,NAYO,0.0839116403808695,0.0016650805192559,,0.01361773320935012,True,True,False
scipy,dist_fit,ks_cauchy,AMRP,0.0838631525679284,0.0016787453030644,,0.01370106415047591,True,True,False
scipy,dist_fit,ks_cauchy,ELLT,0.0836763563375235,0.0017323677323032,,0.014109490910618212,True,True,False
arch,unitroot,DFGLS,NAYO,-3.121826588800619,0.0018973593768859,,0.015421045521522568,True,True,False
arch,unitroot,KPSS,ALGO,1.049553104359394,0.0019012247903247,,0.015421045521522568,True,True,False
arch,unitroot,KPSS,EORC,1.0383083179472463,0.0019890061050175,,0.01609992210673303,True,True,False
statsmodels,granger,granger_algo_to,ULXY,,0.0021587747543845,,0.017438299347917418,True,True,False
scipy,dist_fit,ks_cauchy,RTTH,0.0823034951670905,0.0021780275092695,,0.017557841393743088,True,True,False
scipy,dist_fit,ks_cauchy,LSST,0.0821059168736716,0.0022502792125836,,0.01810326664490725,True,True,False
scipy,dist_fit,ks_cauchy,NPCK,0.0819858555555261,0.0022952616153021,,0.01841607756747303,True,True,False
scipy,dist_fit,ks_laplace,MDGI,0.0819772808361815,0.0022985058760012,,0.01841607756747303,True,True,False
scipy,dist_fit,ks_cauchy,SMAH,0.0817857334523827,0.0023720941166268,,0.01896712983314979,True,True,False
scipy,dist_fit,ks_cauchy,MHRM,0.0816228330979336,0.0024363860691558,,0.019441768997190616,True,True,False
scipy,dist_fit,ks_cauchy,MSDP,0.0815834994649094,0.002452149659703,,0.019528028199089345,True,True,False
scipy,dist_fit,ks_cauchy,SRNA,0.0815435496773447,0.002468256719333,,0.019616669329860257,True,True,False
scipy,dist_fit,ks_cauchy,FCSG,0.081467632853646,0.0024991350673445,,0.0197823101113896,True,True,False
scipy,dist_fit,ks_cauchy,RCRI,0.0814718783131965,0.0024973988847698,,0.0197823101113896,True,True,False
scipy,dist_fit,ks_cauchy,GARI,0.0813111406379688,0.0025639169935155,,0.020254430437751707,True,True,False
scipy,dist_fit,ks_cauchy,RRES,0.0811162433385975,0.0026467676954202,,0.020867116510692858,True,True,False
scipy,dist_fit,ks_laplace,NAYO,0.0810414112001965,0.0026792310139076,,0.021080895522602314,True,True,False
scipy,dist_fit,ks_cauchy,SPLZ,0.0806961363459473,0.0028338364852695,,0.022252955029745756,True,True,False
scipy,dist_fit,ks_cauchy,OTCS,0.0806817958434807,0.0028404325695095,,0.022260407930430316,True,True,False
scipy,dist_fit,ks_laplace,FCSG,0.0804858546105593,0.0029319897414147,,0.022932348334636404,True,True,False
scipy,dist_fit,ks_cauchy,HRND,0.0804615527735571,0.0029435331757465,,0.022977045106520207,True,True,False
arch,unitroot,KPSS,NGTE,0.9599422230835796,0.0030351851688715,,0.023645652046821054,True,True,False
statsmodels,model,ar1_coef,ANSO,-0.1202347479173884,0.0034182167051045,,0.02657714053554623,True,True,False
scipy,dist_fit,ks_cauchy,ALGO,0.0795134904265842,0.003427990046478,,0.02660066291971708,True,True,False
scipy,dist_fit,ks_cauchy,DIHO,0.0794524637209012,0.0034615614157651,,0.026808399019540324,True,True,False
arch,unitroot,KPSS,MDGI,0.9354994465991134,0.0034981165416834,,0.027038383151599926,True,True,False
scipy,dist_fit,ks_cauchy,HTRK,0.077911778934861,0.004416189157588,,0.034067744929964575,True,True,False
scipy,dist_fit,ks_cauchy,MTNS,0.0773530839205679,0.0048182850906292,,0.03709703091261778,True,True,False
statsmodels,hetero,arch_lm,ACAC,16.76818317677603,0.0049610887061132,,0.03812205005750143,True,True,False
statsmodels,unitroot,zivot_andrews_price,EAFC,-5.446840290931966,0.0050701252015634,break_at=110,0.03875159280082565,True,True,False
scipy,dist_fit,ks_cauchy,ANSO,0.0770215256483065,0.0050725068201994,,0.03875159280082565,True,True,False
arch,unitroot,ZivotAndrews,EAFC,-5.446840290931966,0.0050701252015634,,0.03875159280082565,True,True,False
scipy,dist_fit,ks_cauchy,ACIX,0.0769038147947036,0.0051656771898815,,0.03938703961801329,True,True,False
scipy,dist_fit,ks_cauchy,AENO,0.0767817247823272,0.0052639671980394,,0.04005899361905659,True,True,False
scipy,dist_fit,ks_laplace,ILVX,0.076746010506998,0.0052930413876788,,0.04020263805439273,True,True,False
scipy,dist_fit,ks_cauchy,ALUT,0.0764879740515415,0.0055075098174923,,0.041751160962605095,True,True,False
scipy,dist_fit,ks_laplace,NGTE,0.0760054672331325,0.0059300084357024,,0.04486774136955636,True,True,False
scipy,dist_fit,ks_cauchy,HETT,0.0753254877574678,0.006575784984431,,0.049658514192772035,True,True,False
scipy,dist_fit,ks_cauchy,FARS,0.0753055888509881,0.006595614305616,,0.04971302407789345,True,True,False
scipy,dist_fit,ks_cauchy,IHOZ,0.0751943969778599,0.0067074247474765,,0.05045929075296253,True,False,False
statsmodels,autocorr,ljungbox_lag2,ACAC,9.948429442932474,0.0069139461817473,,0.0519138587589483,True,False,False
scipy,normality,kurtosistest,EAFC,-2.698630350638691,0.0069625464980945,,0.052179388394464864,True,False,False
scipy,regime_2samp,ks_2samp,EORC,0.1476305220883534,0.0070714092079108,,0.05289467760452443,True,False,False
statsmodels,autocorr,ljungbox_lag1,ANSO,7.247740819423891,0.0070990271576794,,0.05300069139312916,True,False,False
scipy,dist_fit,ks_cauchy,HUXZ,0.0747642562549183,0.0071564235936482,,0.05332820757308357,True,False,False
statsmodels,autocorr,boxpierce_lag2,ACAC,9.871292361350068,0.0071858161098518,,0.0534462020849732,True,False,False
scipy,dist_fit,ks_cauchy,BENI,0.0747106836823293,0.0072142219176581,,0.05355642711752963,True,False,False
statsmodels,autocorr,boxpierce_lag1,ANSO,7.204341173798598,0.0072727442461739,,0.05388939439552164,True,False,False
statsmodels,unitroot,zivot_andrews_price,NPCK,-5.350422315193213,0.0073497747791293,break_at=117,0.05425620258301068,True,False,False
arch,unitroot,ZivotAndrews,NPCK,-5.350422315193213,0.0073497747791293,,0.05425620258301068,True,False,False
statsmodels,granger,granger_algo_to,GARI,,0.0073912014724618,,0.054460030288681155,True,False,False
scipy,dist_fit,ks_cauchy,CUBO,0.0745189114038852,0.0074246228799413,,0.054604222747627995,True,False,False
scipy,dist_fit,ks_laplace,NPCK,0.0740109335651723,0.0080092159460971,,0.05879390923559547,True,False,False
scipy,dist_fit,ks_cauchy,NWIG,0.0735434486971533,0.0085838624283299,,0.06289514069233544,True,False,False
arch,unitroot,KPSS,HTRK,0.7700430610716198,0.0086111763645462,,0.06297821378300765,True,False,False
scipy,dist_fit,ks_laplace,ACAC,0.0733303944907213,0.0088579681021161,,0.06454364188270179,True,False,False
scipy,dist_fit,ks_laplace,SRNA,0.0733409600041969,0.0088441900124128,,0.06454364188270179,True,False,False
arch,unitroot,PP,MTNS,-3.4655641690811523,0.0089167952247826,,0.06485241102600187,True,False,False
statsmodels,unitroot,kpss_price,ALGO,1.049553104359394,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,SRNA,1.787411413405572,0.01,,0.06614093959731544,True,False,False
arch,unitroot,ADF,MTNS,-3.450641523982071,0.0093489855767803,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,SMAH,2.6284917999767563,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,OTCS,3.289048684337375,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,AMRP,2.781660330263471,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,ELLT,1.2479712860769898,0.01,,0.06614093959731544,True,False,False
scipy,dist_fit,ks_cauchy,ULXY,0.0730126715478353,0.0092815069117798,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,AENO,3.1595822825334325,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,CUBO,2.9257112987480403,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,DUCT,2.4182688301166126,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,GARI,3.671663269240197,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,RCRI,1.8063451612923216,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,range_unitroot_price,NAYO,0.9838699100999074,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,ACAC,2.689885056831112,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,ACIX,1.3449528105781825,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,RTTH,2.008004755744845,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,DIHO,1.1603609886936708,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,MDGI,0.9354994465991134,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,MMBT,2.338572173377512,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,NWIG,2.9209321753255644,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,CCNS,2.415787338350252,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,CTGI,1.6576688132549409,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,SPLZ,2.1198086598344594,0.01,,0.06614093959731544,True,False,False
scipy,sign,binomtest_updays,SRNA,0.4408817635270541,0.0093512728411821,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,RRES,2.9020215104436264,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,ALUT,2.292280327653061,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,ANSO,2.7981303614873547,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,NPCK,3.553852290124825,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,MSDP,3.119877078481629,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,EORC,1.0383083179472554,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,HUXZ,2.8500287270197497,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,NAYO,1.4826930431203174,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,SRTX,2.7290418656830475,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,AGVF,3.2298769659176925,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,ILVX,2.7726251269005746,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,HTRK,0.7700430610716235,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,ITPA,1.8621534674770972,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,EAFC,3.182626238270957,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,NGTE,0.9599422230835822,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,adf_price,MTNS,-3.450641523982071,0.0093489855767803,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,HRND,2.1141990768590624,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,BLBT,3.34466566898556,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,BENI,2.186144085613877,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,IHOZ,2.379683821035385,0.01,,0.06614093959731544,True,False,False
arch,unitroot,VarianceRatio_q5,SRNA,2.6014434480916413,0.0092832369288138,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,MHRM,3.242034137186716,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,FARS,3.456611661126515,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,EELT,1.301894824910172,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,FWWG,3.1182043115835576,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,FCSG,2.768648719385692,0.01,,0.06614093959731544,True,False,False
statsmodels,unitroot,kpss_price,MTNS,1.2679281860439375,0.01,,0.06614093959731544,True,False,False
statsmodels,granger,granger_algo_to,HRET,,0.0098149958223531,,0.06614093959731544,True,False,False
scipy,normality,shapiro,HRET,0.9921601224300078,0.0099941097337118,,0.06614093959731544,True,False,False
scipy,dist_fit,ks_cauchy,MMBT,0.0724513137546051,0.0100749273056948,,0.06652489688282899,True,False,False
scipy,dist_fit,ks_laplace,CCNS,0.0724316290872775,0.010103831802486,,0.06660418890535086,True,False,False
scipy,dist_fit,ks_laplace,ELLT,0.072379538823856,0.0101806823622367,,0.06699874769939412,True,False,False
scipy,dist_fit,ks_laplace,HRND,0.072174669165428,0.0104880915862927,,0.06890676172194304,True,False,False
sklearn,feat_dep,f_regression,own_lag2,6.51492021546108,0.0107031461402103,,0.0702026656983511,True,False,False
scipy,dist_fit,ks_laplace,SMAH,0.0718679761014053,0.0109639952739326,,0.07179413516585101,True,False,False
scipy,dist_fit,ks_laplace,FWWG,0.0717347708177785,0.0111767052809416,,0.07306562556794659,True,False,False
arch,unitroot,ADF,BENI,-3.365361156683372,0.0121979321882401,,0.0794780970017231,True,False,False
statsmodels,unitroot,adf_price,BENI,-3.365361156683372,0.0121979321882401,,0.0794780970017231,True,False,False
scipy,dist_fit,ks_laplace,LSST,0.0707796631884327,0.0128143133465597,,0.083356473947423,True,False,False
arch,unitroot,PP,BENI,-3.347710996144567,0.012875914374422,,0.08361920010538967,True,False,False
scipy,regime_2samp,ttest_ind,MDGI,2.484067141772156,0.0133174953751434,,0.08620290109821886,True,False,False
scipy,regime_2samp,welch_t,MDGI,2.4843318333146915,0.0133085172639704,,0.08620290109821886,True,False,False
statsmodels,autocorr,ljungbox_lag3,ACAC,10.677263382562607,0.0136053946461833,,0.08790827002958454,True,False,False
scipy,dist_fit,ks_laplace,BLBT,0.0703466565653416,0.0136255588503491,,0.08790827002958454,True,False,False
scipy,dist_fit,ks_cauchy,AGVF,0.0703264393020655,0.0136645409610892,,0.08801571971995692,True,False,False
arch,unitroot,KPSS,HRET,0.6855888623477033,0.0139510454179762,,0.08971455307938365,True,False,False
statsmodels,autocorr,boxpierce_lag3,ACAC,10.592852509167525,0.0141440745652968,,0.09080772302345275,True,False,False
statsmodels,spec,rainbow,ALGO,1.3208003509739683,0.01439206029389,,0.09224959622522665,True,False,False
statsmodels,spec,reset,HTRK,6.011023682590291,0.0145605463942857,,0.0930441448776593,True,False,False
scipy,regime_2samp,ttest_ind,EORC,2.451064405225649,0.014586829410044,,0.0930441448776593,True,False,False
scipy,regime_2samp,welch_t,EORC,2.4515895230312443,0.0145694568825161,,0.0930441448776593,True,False,False
statsmodels,unitroot,kpss_price,HRET,0.6855888623477033,0.0148555579683906,,0.0946051849941773,True,False,False
scipy,trend,linregress_slope,HTRK,0.0007714446857787,0.0152047499139294,r2=0.012,0.09667278090437048,True,False,False
scipy,regime_2samp,brunnermunzel,MDGI,-2.431932706256582,0.0153723911681592,,0.097581265676141,True,False,False
scipy,regime_2samp,mannwhitneyu,MDGI,35009.0,0.0158938298126304,,0.10025221478528829,True,False,False
scipy,regime_2samp,ranksums,MDGI,2.4116549134747176,0.0158803040115691,,0.10025221478528829,True,False,False
scipy,regime_2samp,kruskal,MDGI,5.816079421686936,0.0158803040115674,,0.10025221478528829,True,False,False
scipy,dist_fit,ks_laplace,SPLZ,0.0692480700555122,0.0158948843837659,,0.10025221478528829,True,False,False
arch,unitroot,KPSS,LSST,0.6577952476487748,0.0162381878537549,,0.10225389220367703,True,False,False
scipy,dist_fit,ks_laplace,AETS,0.0690542594272047,0.0163286794035234,,0.10265973558004665,True,False,False
statsmodels,autocorr,ljungbox_lag5,GARI,13.765724347828328,0.0171680858350417,,0.10776527764607385,True,False,False
statsmodels,unitroot,kpss_price,LSST,0.6577952476487747,0.0173822502137477,,0.1089361372696239,True,False,False
statsmodels,autocorr,boxpierce_lag5,GARI,13.62265253456198,0.0181926652207186,,0.11383410523821068,True,False,False
statsmodels,granger,granger_to_algo,MTNS,,0.018482576629739,,0.11546484480892416,True,False,False
statsmodels,spec,reset,SPLZ,5.394683115293529,0.02060193550889,,0.1285013129367791,True,False,False
statsmodels,granger,granger_algo_to,MHRM,,0.0207384038958734,,0.12914816454586564,True,False,False
scipy,regime_2samp,epps_singleton,ACAC,11.5786638265488,0.0207755312017866,,0.1291753059896574,True,False,False
statsmodels,autocorr,ljungbox_lag3,SRNA,9.73941884976702,0.0209161298495201,,0.12984469900284762,True,False,False
arch,unitroot,VarianceRatio_q5,HETT,2.298100975465452,0.0215560427582046,,0.13339704953350479,True,False,False
arch,unitroot,PP,ULXY,-3.174233486348597,0.0215254357756062,,0.13339704953350479,True,False,False
statsmodels,autocorr,boxpierce_lag3,SRNA,9.64916960720134,0.0217962689958185,,0.13467224511209488,True,False,False
statsmodels,granger,granger_algo_to,LSST,,0.0220424245895679,,0.13598002774972873,True,False,False
scipy,regime_2samp,ks_2samp,MDGI,0.1308433734939759,0.023434573900101,,0.14411714557597216,True,False,False
statsmodels,autocorr,ljungbox_lag2,ANSO,7.508080393103876,0.0234229212243538,,0.14411714557597216,True,False,False
arch,unitroot,DFGLS,ULXY,-2.2619952785117974,0.0237822911375752,,0.14602771287277483,True,False,False
scipy,sign,fisher_signtransition,BLBT,,0.0238539979581486,,0.14624021765322207,True,False,False
scipy,regime_2samp,cramervonmises_2s,MDGI,0.5882396117536217,0.0239219558586257,,0.14642911489860638,True,False,False
statsmodels,autocorr,boxpierce_lag2,ANSO,7.462602188008085,0.0239616392011407,,0.14644462283859946,True,False,False
scipy,normality,jarque_bera,DUCT,7.455116912070035,0.0240514869707747,,0.14676619448729702,True,False,False
statsmodels,normality,omni_normtest,EAFC,7.444950680991783,0.0241740547070079,,0.14705883280096474,True,False,False
scipy,normality,normaltest_K2,EAFC,7.444950680991783,0.0241740547070079,,0.14705883280096474,True,False,False
scipy,sign,Gtest_signtransition,BLBT,5.07350376397973,0.0242942307628276,,0.14756218438685115,True,False,False
scipy,sign,chi2_signtransition,BLBT,5.0620010007127325,0.0244559855011866,,0.14831614591642706,True,False,False
arch,unitroot,VarianceRatio_q5,NPCK,2.247962129937767,0.0245786048237028,,0.14883081446242158,True,False,False
statsmodels,hetero,goldfeld_quandt,RCRI,1.2843166318865082,0.0247646799198666,,0.14908415271256054,True,False,False
arch,unitroot,ADF,NAYO,-3.1247966898057062,0.0247717199458973,,0.14908415271256054,True,False,False
arch,unitroot,VarianceRatio_q5,ANSO,-2.246669779477082,0.0246611389888857,,0.14908415271256054,True,False,False
statsmodels,unitroot,adf_price,NAYO,-3.1247966898057067,0.0247717199458972,,0.14908415271256054,True,False,False
statsmodels,unitroot,kpss_price,AETS,0.5754631365251743,0.0248669875886205,,0.14942936749137503,True,False,False
statsmodels,unitroot,range_unitroot_price,EELT,1.073312629199899,0.025,,0.14954476479514417,True,False,False
statsmodels,unitroot,range_unitroot_price,HTRK,1.1627553482998907,0.025,,0.14954476479514417,True,False,False
statsmodels,unitroot,range_unitroot_price,RTTH,1.1627553482998907,0.025,,0.14954476479514417,True,False,False
arch,unitroot,KPSS,AETS,0.575463136525162,0.0257811492839933,,0.15398377345076,True,False,False
statsmodels,autocorr,ljungbox_lag3,GARI,9.249526936745925,0.0261508288798717,,0.15595547268449964,True,False,False
scipy,dist_fit,ks_laplace,ITPA,0.0654674601494279,0.0265125391062992,,0.15787376005593876,True,False,False
scipy,dist_fit,ks_laplace,MTNS,0.065317016039052,0.0270417880207332,,0.16078239574318293,True,False,False
scipy,normality,jarque_bera,AENO,7.214100514427438,0.0271317606611257,,0.16083218124234214,True,False,False
statsmodels,autocorr,boxpierce_lag3,GARI,9.168991564062878,0.0271264169341688,,0.16083218124234214,True,False,False
scipy,regime_2samp,epps_singleton,EORC,10.895992980080498,0.0277581155530144,,0.16429803530027445,True,False,False
scipy,sign,binomtest_updays,AGVF,0.4497991967871486,0.0280096761769067,,0.16553844601104378,True,False,False
scipy,dist_fit,ks_laplace,SRTX,0.0650045633918451,0.0281708779964552,,0.16624191775752456,True,False,False
scipy,regime_2samp,mood_scale,IHOZ,-2.180408315752309,0.0292272082793033,,0.17221772053365264,True,False,False
scipy,normality,kurtosistest,AENO,2.165134579264653,0.0303773805337304,,0.178727812035769,True,False,False
scipy,normality,kurtosistest,DUCT,2.1559371219038974,0.0310885753146817,,0.18236780340844536,True,False,False
scipy,normality,skewtest,HRET,-2.156336354321561,0.0310574105037803,,0.18236780340844536,True,False,False
statsmodels,autocorr,breusch_godfrey,GARI,12.231072721219508,0.0317551254426532,,0.186001046797829,True,False,False
scipy,dist_fit,ks_laplace,DIHO,0.0640249213386922,0.0319851094464859,,0.18707018017514457,True,False,False
statsmodels,hetero,breusch_pagan,MMBT,4.586912886129268,0.0322169916589488,,0.188147231288261,True,False,False
scipy,dist_fit,ks_laplace,ALGO,0.0639389141617252,0.0323407096322383,,0.18859035113947245,True,False,False
statsmodels,spec,harvey_collier,BENI,2.1410982450536187,0.0327538310619153,,0.19071728514929118,True,False,False
scipy,regime_2samp,ttest_ind,ELLT,2.133077162421369,0.0334076458838321,,0.19395131086018577,True,False,False
scipy,regime_2samp,welch_t,ELLT,2.133096153176476,0.0334060801287761,,0.19395131086018577,True,False,False
scipy,regime_2samp,ansari_scale,ACAC,32896.0,0.0338521981754226,,0.19595501498901013,True,False,False
scipy,regime_2samp,brunnermunzel,ELLT,-2.127755765377005,0.0338489085197162,,0.19595501498901013,True,False,False
scipy,regime_2samp,mood_scale,ACAC,-2.120446508752384,0.0339684080413872,,0.19633939076121457,True,False,False
scipy,regime_2samp,kruskal,ELLT,4.480493879518008,0.0342838125608634,,0.19744635332735874,True,False,False
scipy,regime_2samp,mannwhitneyu,ELLT,34534.0,0.0343101856999596,,0.19744635332735874,True,False,False
scipy,regime_2samp,ranksums,ELLT,2.116717713706311,0.0342838125608622,,0.19744635332735874,True,False,False
scipy,normality,kurtosistest,ANSO,2.111479333595025,0.0347311324260286,,0.19957744026735386,True,False,False
scipy,regime_2samp,brunnermunzel,EORC,-2.115528318423488,0.0348916025663393,,0.2002077107955015,True,False,False
statsmodels,autocorr,ljungbox_lag2,ULXY,6.707438498956056,0.0349541089923324,,0.20027485123223013,True,False,False
scipy,regime_2samp,ranksums,EORC,2.10554114613614,0.0352442295837432,,0.2009235956757928,True,False,False
scipy,regime_2samp,mannwhitneyu,EORC,34516.0,0.0352712146645481,,0.2009235956757928,True,False,False
scipy,dist_fit,ks_laplace,RRES,0.0632902597231609,0.0351362731018299,,0.2009235956757928,True,False,False
scipy,regime_2samp,kruskal,EORC,4.43330437439785,0.0352442119027971,,0.2009235956757928,True,False,False
scipy,dist_fit,ks_laplace,BENI,0.0632463519595664,0.0353329353804258,,0.20098474930683766,True,False,False
scipy,regime_2samp,ks_2samp,ELLT,0.1257349397590362,0.035567253494383,,0.2020260998196798,True,False,False
scipy,normality,jarque_bera,ANSO,6.664468919201456,0.0357132161079627,,0.20256330632746614,True,False,False
statsmodels,autocorr,boxpierce_lag2,ULXY,6.6549333349753335,0.0358838958575142,,0.2032389618826451,True,False,False
statsmodels,spec,rainbow,ULXY,1.2563057078585234,0.0364052021419271,,0.2058957056577857,True,False,False
statsmodels,autocorr,ljungbox_lag10,ANSO,19.262002686862186,0.0370583118897376,,0.2092892055434751,True,False,False
scipy,regime_2samp,cramervonmises_2s,EORC,0.5093937594063647,0.037705575093941,,0.21264002434952137,True,False,False
scipy,regime_2samp,ansari_scale,IHOZ,32860.0,0.037790315749517,,0.2128134638351372,True,False,False
scipy,dist_fit,ks_laplace,EAFC,0.0625929614424736,0.0383754131344242,,0.21580011209115577,True,False,False
arch,unitroot,PP,NAYO,-2.960636784043313,0.0387375526208755,,0.21752625702491626,True,False,False
statsmodels,autocorr,ljungbox_lag20,FARS,32.426860371719336,0.0389569142772656,,0.2184468792048094,True,False,False
arch,unitroot,PP,FARS,-2.956182892438872,0.0391939573534341,,0.21946389188528018,True,False,False
statsmodels,granger,granger_algo_to,ANSO,,0.0400392790060487,,0.22387920261254465,True,False,False
scipy,regime_2samp,cramervonmises_2s,ACAC,0.4981472020345876,0.0402671778289792,,0.22483458215557509,True,False,False
arch,unitroot,VarianceRatio_q5,ULXY,-2.047615809313792,0.0405976590410324,,0.22635922480869836,True,False,False
statsmodels,autocorr,boxpierce_lag10,ANSO,18.96601596265321,0.0406964604009894,,0.22658961426652574,True,False,False
statsmodels,autocorr,breusch_godfrey,MDGI,11.566337690482024,0.0412381830983493,,0.2292819714720634,True,False,False
scipy,regime_2samp,brunnermunzel,HRND,-2.0457622666112774,0.0413072228859496,,0.22934235579776527,True,False,False
scipy,regime_2samp,mannwhitneyu,HRND,34406.0,0.0416570148625449,,0.23031129395252736,True,False,False
scipy,regime_2samp,ranksums,HRND,2.0372398998739825,0.0416260072378555,,0.23031129395252736,True,False,False
scipy,regime_2samp,kruskal,HRND,4.150350417993049,0.0416259087013393,,0.23031129395252736,True,False,False
scipy,dist_fit,ks_laplace,EELT,0.0619099252182213,0.0417980782722285,,0.23044478957919545,True,False,False
scipy,regime_2samp,cramervonmises_2s,ELLT,0.4919994205278044,0.0417444174884396,,0.23044478957919545,True,False,False
scipy,regime_2samp,ansari_scale,MMBT,29549.0,0.0418923034688862,,0.23064170429378408,True,False,False
statsmodels,spec,rainbow,MTNS,1.2451913064455138,0.0423271238692809,,0.2327106308126992,True,False,False
statsmodels,granger,granger_to_algo,ULXY,,0.0424806882790423,,0.233229628406664,True,False,False
arch,unitroot,PP,EELT,-2.91072554884638,0.0441149027465888,,0.24186501617114475,True,False,False
scipy,regime_2samp,cramervonmises_2s,HRND,0.4815658948418928,0.0443839837902226,,0.24300231125146873,True,False,False
statsmodels,spec,harvey_collier,FARS,2.012466320033863,0.04471191366539,,0.24445820203740276,True,False,False
scipy,regime_2samp,epps_singleton,IHOZ,9.753135566324294,0.0447978602927929,,0.24458887157089976,True,False,False
statsmodels,normality,omni_normtest,DUCT,6.176152148759437,0.0455895810470155,,0.24822393437477225,True,False,False
scipy,normality,normaltest_K2,DUCT,6.176152148759437,0.0455895810470155,,0.24822393437477225,True,False,False
scipy,dist_fit,ks_laplace,MSDP,0.0611104915190134,0.0461387685096942,,0.25030036513952797,True,False,False
scipy,dist_fit,ks_laplace,RCRI,0.0611067623240136,0.0461598999021519,,0.25030036513952797,True,False,False
arch,unitroot,ADF,EELT,-2.892518574960883,0.0462249279100904,,0.25030036513952797,True,False,False
statsmodels,unitroot,adf_price,EELT,-2.892518574960883,0.0462249279100904,,0.25030036513952797,True,False,False
scipy,normality,skewtest,CCNS,1.9907845644475803,0.0465045770446084,,0.25146919438936394,True,False,False
statsmodels,autocorr,ljungbox_lag3,ANSO,7.969112409961999,0.0466543908885209,,0.25193371079801286,True,False,False
statsmodels,granger,granger_algo_to,ELLT,,0.0470590156277223,,0.25377105281050794,True,False,False
statsmodels,autocorr,boxpierce_lag20,FARS,31.60904435609232,0.0476464785365767,,0.25658800326664666,True,False,False
statsmodels,autocorr,boxpierce_lag3,ANSO,7.919033086933493,0.0477150234400576,,0.2566065789914148,True,False,False
