a,b,coint_p,hedge_beta,half_life_d,spread_adf_p,ret_corr,z_now,q_bh,sig_bh,sig_bonf
SPLZ,CCNS,0.09645541941300945,0.15047464386289036,18.725897487334006,0.029845879413731496,0.1331802616256508,0.15047533054423579,0.4333156537275897,False,False
CTGI,FARS,0.0965189377714788,-1.293124546675572,19.251095765372074,0.029885825044338198,0.10106842921388076,-0.7688182033352257,0.4333156537275897,False,False
IHOZ,BLBT,0.09879837535711844,2.7759507810725923,19.264145759727015,0.03076290185122932,0.19185675223019058,1.0403320881053624,0.441992731860793,False,False
ALUT,EELT,0.09994295191616492,-2.5519541287507783,19.294537750337227,0.031170003678732267,0.09725490396752537,-1.5724357899437251,0.44554987305283317,False,False
RTTH,RCRI,0.10234905538241718,0.3729900270062354,18.90620023546871,0.03212128042434666,0.24214949648685372,-0.7648356458165617,0.4536746967960009,False,False
AGVF,SRTX,0.10276556557854466,0.42580146786663675,19.84733678272341,0.0322345310525727,0.22059403691065058,1.4530122129443543,0.4536746967960009,False,False
NPCK,EELT,0.1028329312737602,-2.395753235741321,18.621882586342842,0.03230523521429255,0.10158811267504325,-1.663567993575761,0.4536746967960009,False,False
ANSO,RTTH,0.1035367513897843,-0.23235099132192027,20.983052543595868,0.032618160127498304,0.05961573253243659,-1.1825908408747188,0.45520468283439647,False,False
CUBO,RRES,0.10416842771090978,0.38730583509135885,22.39236901369224,0.03278914399391546,0.1654736649830935,0.3666273774156583,0.45556106011658803,False,False
ACAC,FWWG,0.1049103324135805,0.2527581528765757,19.865322270822567,0.03309778317491746,0.15885997637034943,-0.37507721542908096,0.45556106011658803,False,False
RTTH,MHRM,0.10542983229238156,0.850550202627557,19.264793414048057,0.033302151177989923,0.12584036699053408,0.10690790332897243,0.45556106011658803,False,False
SRTX,RCRI,0.10567843575946945,0.08200650006817356,22.48264340188239,0.03337335301620229,0.15432829330893652,0.21339152420513852,0.45556106011658803,False,False
AGVF,FCSG,0.10604035430580144,-0.16492336371626581,19.328447942245536,0.03354074493483361,0.1804283436052815,0.22224961230353613,0.45556106011658803,False,False
EORC,HTRK,0.1067823940966307,0.08545160857476636,18.637360197212434,0.03387464207111561,0.22685869258962288,1.2510998763870755,0.45556106011658803,False,False
BENI,EAFC,0.106981353849609,0.14180354290333297,25.19605060704749,0.033792351469496704,0.19607771241729835,1.0335933752625468,0.45556106011658803,False,False
DIHO,EELT,0.10700249327598177,2.531102322054563,22.135223756698792,0.03386504669931621,0.18575065960132459,-0.542848412005213,0.45556106011658803,False,False
RCRI,BLBT,0.10745571916452101,0.7759120688003357,22.479538308042127,0.034095352158911095,0.2357918521574328,-0.045233404671545165,0.45556106011658803,False,False
RTTH,EAFC,0.10751595077852372,0.41115924046733576,19.385897664073152,0.034117909538059744,0.17706993301216772,0.0789223251200505,0.45556106011658803,False,False
HUXZ,AGVF,0.1075481404667396,1.344578279350491,19.1980470006657,0.034122850849713386,0.1551628993441853,0.8217509926581669,0.45556106011658803,False,False
ACAC,SRTX,0.10902145778965738,0.24004845173039943,19.535911503350402,0.03469526130231476,0.3403206590201891,0.33600963138128626,0.460272710866931,False,False
HUXZ,RCRI,0.1098937084555886,0.32002477251877015,19.48888262175631,0.035051589256867785,0.1671776543165525,0.2324560030484151,0.46242402072896194,False,False
ALGO,FARS,0.11181003403219053,0.12684929196351274,79.22836300631431,0.05596756499178151,0.3337794622359573,-0.7510105811091912,0.46751129435706607,False,False
IHOZ,EELT,0.1121545096014579,-0.22322360924985118,20.898232216886594,0.03591623901357642,0.0880559024684146,-1.0416511164458846,0.46751129435706607,False,False
AENO,RCRI,0.11229711777748613,0.1512927490991006,22.89597675685246,0.035998793955156774,0.13791692798765418,-0.25438003280716565,0.46751129435706607,False,False
SMAH,CTGI,0.1125693861706818,0.9311396719973994,19.65553961235158,0.036114874341611564,0.10037573432055627,0.20229886221903776,0.46751129435706607,False,False
HETT,EELT,0.1132667404155756,-0.3581940271896049,21.578143790091442,0.0363458462034765,0.12920269310505728,-1.0639237800252384,0.4680268803476905,False,False
RCRI,ITPA,0.11357399417958636,-1.560153641009297,19.006120193093945,0.03654724791585923,0.14587264641558584,-1.162607905413342,0.4680268803476905,False,False
MMBT,FCSG,0.11422199859549065,5.944864322657859,20.825101107296426,0.036751177949163424,0.07075694444003562,-0.3436320182773929,0.4680268803476905,False,False
DIHO,RTTH,0.11484323021431692,1.713358196411652,22.226184290849453,0.03703393242957192,0.11396325869268947,-0.5763917731874384,0.4680268803476905,False,False
ANSO,CTGI,0.11527593555099519,1.155892290826348,19.78704164465605,0.03719302444156812,0.0763096593112008,-0.05267951501092884,0.4680268803476905,False,False
MSDP,ULXY,0.11596285921696298,0.22243790634821586,14.586327337681237,0.03750141652117106,0.14753072375173512,-1.3799163252970232,0.4680268803476905,False,False
CUBO,RTTH,0.11598767070039173,-0.1089941210029849,19.939069447362716,0.037485686065899436,0.11216674329054052,-0.42863846984695464,0.4680268803476905,False,False
LSST,EELT,0.11665476453308349,-0.4208532181623734,20.3173892734268,0.03773711740459481,0.07623196971585015,-1.0087302159600784,0.4680268803476905,False,False
HRET,AETS,0.11707722657268582,0.4877290848564535,22.915892264376954,0.037940869172844734,0.11959075615831127,-1.0883245828496335,0.4680268803476905,False,False
ACAC,MHRM,0.11722873359943431,0.22779097481702332,22.04926914346663,0.03803017920399132,0.1850699930829011,-1.3228176354351187,0.4680268803476905,False,False
CCNS,MHRM,0.11749470042795823,0.7440423961707259,20.601524733582206,0.03807664412901856,0.1611230848461996,-0.21723028126761626,0.4680268803476905,False,False
LSST,HTRK,0.11756304486191871,-4.701605433527234,26.585539493876933,0.037925385678546045,0.25565723069998264,-0.6044564579117259,0.4680268803476905,False,False
CTGI,ITPA,0.11756523105355104,0.07434340022919927,31.258568509693013,0.03513694539171351,0.1925055762385052,-0.3178620497439521,0.4680268803476905,False,False
BENI,MHRM,0.11814088061601946,0.2657334294926247,26.996808406456505,0.038207822719140104,0.18565770977670915,0.8839834344171607,0.4680268803476905,False,False
HUXZ,CUBO,0.11866694226639973,-1.2172160013592883,19.860584305033125,0.03856179371962328,0.3266550080135955,0.3271414220671195,0.4680268803476905,False,False
BLBT,FCSG,0.11915187425033485,-0.64989412405751,20.17980153423521,0.03875394660056627,0.2304854993570578,-0.09593331411295605,0.4680268803476905,False,False
RTTH,EELT,0.11923183671014553,-0.41859964972461033,21.298981735675515,0.03875395253149194,0.25528027868148034,-0.9967064738645969,0.4680268803476905,False,False
AENO,RTTH,0.11942052214755039,0.09583254094223395,22.338520692981845,0.03887711684235692,0.11703128077004993,-0.5657398042537097,0.4680268803476905,False,False
RCRI,ILVX,0.11985365993785158,-0.4765981248471182,19.31978620955617,0.03908356366930687,0.17289189843465202,-1.2229397941203524,0.4680268803476905,False,False
MSDP,EELT,0.12032270893518388,-1.2478317795218983,19.34940223041706,0.03925373303546948,0.1524842610697879,-1.8568217798988922,0.4680268803476905,False,False
FWWG,HRND,0.12040220921885686,0.37481009903557827,22.0936771961368,0.03924316784142412,0.20918900385264286,-0.6360753513957659,0.4680268803476905,False,False
ALGO,EELT,0.12195211332781064,0.8660382283867254,23.200499161977778,0.0398478565043721,0.45554722687111593,-0.0481339022734888,0.47133085771894556,False,False
DIHO,BLBT,0.12214048255750465,0.14727284191518447,19.895141277063402,0.03997564642751139,0.2584903409288255,-0.6459959053716365,0.47133085771894556,False,False
GARI,RCRI,0.1227182156314714,1.8298255342511103,20.203816698691096,0.04020642773997268,0.23717672721846822,-0.2524852483652616,0.47133085771894556,False,False
RTTH,ILVX,0.12273085863740385,-0.2443410229063443,22.53662570719478,0.04028974356690252,0.1186334747071055,-1.3408942555829482,0.47133085771894556,False,False
DUCT,FWWG,0.12421653947841577,0.7353602638507215,20.881659895836677,0.04084431405221092,0.30777890748511794,-0.9926515013742175,0.4742072050665888,False,False
AMRP,ANSO,0.12436195250352483,-0.24917605284700578,22.65777487063675,0.04084215979023257,0.23198357859240717,0.5215525408911013,0.4742072050665888,False,False
AENO,DUCT,0.12459561858612334,0.16365207285880595,14.66874960938104,0.040905118949293995,0.28994091979441683,-0.312485714794452,0.4742072050665888,False,False
IHOZ,ULXY,0.12736566658322296,-0.08091414378712491,13.862432141081404,0.0423181881064784,0.22205551395551146,-2.0637086293108053,0.4833072169452657,False,False
HUXZ,CCNS,0.12776831297082564,0.15903351468245008,27.301953659243722,0.04234104712003076,0.145034394986117,-0.8417856312371687,0.4833964363139545,False,False
HRND,MHRM,0.12822762352561767,0.33089325469628894,25.71845821645568,0.04249735249130468,0.240460012008605,-1.5406345105237012,0.483698875725333,False,False
NPCK,MSDP,0.12866523490587733,1.4944268496677555,18.402488939067688,0.04277104691773633,0.21553007901813223,-2.0383708696279763,0.48374835080973433,False,False
ELLT,MDGI,0.12935050053975583,1.9992456741736575,20.384921133891904,0.04293936897871763,0.16314307471826256,-1.076992475687882,0.48374835080973433,False,False
SMAH,RCRI,0.12937897068715248,-0.3093657135186758,19.911878035717983,0.042989914423082365,0.13022477744372127,-1.1257876888906089,0.48374835080973433,False,False
MSDP,SRTX,0.13074252114940732,0.09614415075088381,21.65340637860727,0.043497879161053785,0.10647572546860126,-0.3007395537773234,0.4874172937587553,False,False
SRNA,EELT,0.1312524424402483,0.028259318765256197,22.831740232628313,0.04367496140793815,0.13130597208445602,-0.7583747274255086,0.4878804121585286,False,False
RTTH,ACIX,0.13197521596620038,-0.7128501060303989,23.203302446494774,0.04411148407567167,0.2116183468285548,-1.2815252014685838,0.4878804121585286,False,False
SRNA,RTTH,0.13241227734220457,0.08706565973666212,23.300515534346598,0.04422240793526371,0.09995607032704762,-0.5188040257243985,0.4878804121585286,False,False
SRTX,EELT,0.1324909123833778,-0.09964516273393156,21.189794457547517,0.044225091303863893,0.12466499207644648,-1.5293031325336013,0.4878804121585286,False,False
SRNA,DIHO,0.13278000236785054,0.031610348648724085,20.66798767917295,0.04438072346788536,0.2247940196000288,-0.6366861457674414,0.4878804121585286,False,False
SPLZ,ALUT,0.13524019850523145,0.10545767107082016,23.40547340016935,0.045403080145966855,0.26363296089948773,0.3773508012273328,0.491731764407092,False,False
AENO,EELT,0.13531256055631175,-0.21266940727875136,21.258753682717032,0.04541244545994624,0.06869942359549441,-1.3632464458372207,0.491731764407092,False,False
EELT,ULXY,0.13549793467077847,-0.0517362767676532,22.856037134879973,0.04545626005630324,0.10110304256319017,-0.8601640607625182,0.491731764407092,False,False
RCRI,ACIX,0.13570499773981692,-1.6042954807816887,20.150844721625496,0.045641715553566754,0.16441238220897983,-1.1705050167772253,0.491731764407092,False,False
NWIG,EELT,0.13630592996903906,-0.16211645758423038,21.801937316615955,0.04582072265042261,0.07482224875411829,-1.254531640795016,0.491731764407092,False,False
ALGO,AETS,0.13706459811003513,0.5370121115007647,27.228342083437646,0.04606506350461441,0.3972397633808915,0.13546743738761421,0.491731764407092,False,False
DIHO,MHRM,0.1371093595148723,0.20661380953436537,20.885068153564024,0.04618789556710468,0.1220358570106868,-0.28129925679104517,0.491731764407092,False,False
DUCT,HRND,0.13713583589565997,0.49245520310402024,15.456690448954223,0.04614910151936692,0.07892555886144746,0.346093070007462,0.491731764407092,False,False
AENO,BLBT,0.1384704967604376,0.1890759438477147,22.15227171376381,0.046762541320122475,0.2461939620886674,-0.796018686489592,0.491731764407092,False,False
SPLZ,MHRM,0.13872022219941954,0.1611094818830659,23.16519041188825,0.04684797781376684,0.31448441574690245,-0.36066877584995716,0.491731764407092,False,False
EELT,HRND,0.1391406803653859,-0.13236786381727628,22.86706806242742,0.04699980260289155,0.1499386359528948,-0.9433102623377345,0.491731764407092,False,False
CUBO,HRND,0.13979900786730065,-2.2735582324679955,21.528897709176857,0.047326665643652586,0.07342571828509478,0.45462686262779095,0.491731764407092,False,False
MSDP,FCSG,0.1398971754076071,-0.621389934215981,20.93927170728744,0.04737388328393603,0.19999632031364156,-0.40659149963407987,0.491731764407092,False,False
MMBT,EELT,0.14058540891069166,0.17245214432084516,21.298376129359774,0.04766068298358957,0.2802273408296923,-1.1887393155657282,0.491731764407092,False,False
DUCT,EELT,0.14098041817127133,-0.46950576610311634,22.69929407651891,0.04778814806954125,0.11137716452227259,-1.01615894117405,0.491731764407092,False,False
RTTH,ULXY,0.14107907868440134,0.11819672473213509,15.36025533759122,0.047997261851099045,0.05809656760634903,-1.6753773214950767,0.491731764407092,False,False
RRES,GARI,0.14133331367041518,-0.18644014540975948,21.431872755382656,0.04797867765922781,0.22048907489509031,0.050872185480677005,0.491731764407092,False,False
FWWG,EELT,0.14181651449714616,-0.8014043714652804,22.02843530130993,0.04816457728324328,0.22678281021890123,-1.179702362881951,0.491731764407092,False,False
EELT,BLBT,0.1422104448259245,-0.7818342617309528,21.49027860689999,0.04835005951520984,0.30928075352299395,-1.2946430325527423,0.491731764407092,False,False
RTTH,ITPA,0.14274429047311177,-0.9238496882089402,20.14508300636786,0.04864488675248035,0.1405459528378713,-1.3586517931070545,0.491731764407092,False,False
MDGI,EELT,0.1427500155440597,0.1425625250490855,22.178733253872643,0.04856653476916895,0.18637685903818502,-0.44394327866057043,0.491731764407092,False,False
OTCS,CTGI,0.14310615390531622,2.0498045854409903,19.908283787997522,0.04880153005123835,0.15786615883931804,-1.5136396244131711,0.491731764407092,False,False
SRTX,ULXY,0.14399929658416738,0.02206582217450336,15.375952609792542,0.049203937453797086,0.2519676017444606,-1.396905026067569,0.491731764407092,False,False
ANSO,GARI,0.14406326899674327,-3.162173150660977,20.507262970127442,0.049179111375580356,0.1605757488173285,-1.263818774942805,0.491731764407092,False,False
DUCT,FARS,0.14427100066056975,1.1462385916560964,55.84803015374907,0.047101434684933524,0.15842584606856333,-0.2178343064939711,0.491731764407092,False,False
SPLZ,ULXY,0.14458939676305177,0.042338706417337876,15.284871290040119,0.0494597728158315,0.14552545027330302,-1.4714475414238741,0.491731764407092,False,False
DIHO,ULXY,0.14516691469016396,-1.2147752436636792,13.72442055473945,0.04996831227228489,0.19227648194484362,-2.2988198882335693,0.491731764407092,False,False
CUBO,RCRI,0.1454374000641907,-0.15687720467934996,21.617187045975935,0.04974277367523117,0.1001342364557142,-0.17820393065937168,0.491731764407092,False,False
EELT,FCSG,0.14559964835746653,0.9105068994859543,22.475282924988882,0.04978562425806074,0.12715441169444097,-1.1783375103379723,0.491731764407092,False,False
AENO,RRES,0.1457751173177776,-0.3454987040394337,20.916242351589066,0.04991389204063081,0.1340121523941284,0.749665418788103,0.491731764407092,False,False
AGVF,EELT,0.14586877315486318,-0.09757512365468823,22.673688428113206,0.0498932238830892,0.20914892081876255,-1.0014176299506385,0.491731764407092,False,False
HETT,FARS,0.14645999474617388,0.029696905624144253,81.15216669322737,0.0804878065845655,0.15480547981912693,-0.9150021311118174,0.491731764407092,False,False
DIHO,EAFC,0.14799677262360178,0.10367883846376116,21.45733523981527,0.05085137270253625,0.26385982582995215,-0.2634123886772424,0.491731764407092,False,False
CCNS,ULXY,0.1484998138073529,0.16960333421974996,15.334173939407252,0.05118299309794926,0.04682392400475175,-1.6111732201009075,0.491731764407092,False,False
HUXZ,EELT,0.14865435898218765,-0.16161174633216768,22.6940411372956,0.051099599294838476,0.14526098768896722,-1.107594266333786,0.491731764407092,False,False
HUXZ,EAFC,0.14929317890694105,0.4281038346958116,19.728012598121172,0.050731365877819096,0.20746490527919975,-1.1450313903513336,0.491731764407092,False,False
HUXZ,MHRM,0.14932434781217374,0.1966250476569198,18.897880157414445,0.05146789286282684,0.1628378410906766,-1.3587124061841103,0.491731764407092,False,False
ELLT,RCRI,0.1495004973791953,-0.1901974155825819,23.527007358124553,0.05159658847541087,0.2006771889881608,-1.290310792287114,0.491731764407092,False,False
EORC,DIHO,0.14951807218211122,0.0703932422659945,22.74525159603828,0.051521878620085136,0.12203233109324543,-0.6233048662304357,0.491731764407092,False,False
ACAC,EELT,0.14958629802114037,-0.17523297216044426,22.982637802402074,0.05150182499267132,0.07965122552820533,-1.087450154193116,0.491731764407092,False,False
AETS,ULXY,0.14965648227344175,-0.21226728933613073,14.561256082335609,0.05187434046851203,0.10108879934695263,-2.1382644814836316,0.491731764407092,False,False
SPLZ,EELT,0.15025411168529496,-0.1463798543375824,22.572384926870907,0.05180217929782617,0.17199096467830158,-1.2371328464425977,0.491731764407092,False,False
DUCT,MHRM,0.15041206911275756,0.6687877250179898,19.050357043058987,0.05193193868083403,0.22632949795208396,-2.0687945335413986,0.491731764407092,False,False
AGVF,RCRI,0.15139240727344982,0.1964601460116423,21.622824084677465,0.052332746388827296,0.2132068964483811,-0.2622047084847548,0.4936708932829886,False,False
ALUT,SRTX,0.151896613512768,0.03605489545428468,25.44494371247601,0.05254601855197471,0.09902302138949763,-0.129073959054603,0.49405148527749804,False,False
SRNA,HTRK,0.15474222296348678,0.02546952950895518,22.973617254513346,0.053802949763524524,0.2910695460027225,0.5852188834247859,0.50027056777194,False,False
DUCT,RTTH,0.15630802043679626,0.3907810750343157,24.66521276358973,0.054516464682740455,0.08217133748282647,-0.7175120618948352,0.50027056777194,False,False
CTGI,RCRI,0.15702609765073705,-0.14320042541104153,21.642976471526424,0.054848412732143435,0.27375891074974595,-0.9273318485655688,0.50027056777194,False,False
DIHO,AGVF,0.1582183265640727,0.03371800197324648,21.350962167132575,0.05537499376348394,0.2110587373840367,-1.000762559678636,0.50027056777194,False,False
ALUT,RCRI,0.15915968293351096,1.5543055674374215,22.45622571308224,0.055749623752234176,0.15183294452541055,-0.12255502123166455,0.50027056777194,False,False
ULXY,ILVX,0.16014783315644365,0.19012011964921322,14.981872800655285,0.05643943485916243,0.3173963740189933,-1.820986839124915,0.50027056777194,False,False
NWIG,BLBT,0.1603821567593896,0.1696550628768104,22.83302093930412,0.056055979242029874,0.1834462965016884,-0.815022141722933,0.50027056777194,False,False
ACIX,ULXY,0.16124801034625857,0.4685070755233471,15.590924275102719,0.05689649024538221,0.13946798262385968,-1.7648985581998078,0.50027056777194,False,False
CUBO,EELT,0.16220130412546863,0.12337411495364707,23.56873236239579,0.05707114015530564,0.1625468004685525,-1.127003090286391,0.50027056777194,False,False
AGVF,EAFC,0.16224649172500866,2.7161117044505927,20.914626485074304,0.057231288733278776,0.2554980463023208,1.5170299830254983,0.50027056777194,False,False
ELLT,ULXY,0.16269901775294526,-0.04776324406563201,15.185875035651337,0.05750972964368623,0.05879295639277538,-1.9196157015058437,0.50027056777194,False,False
SPLZ,RCRI,0.1627517661930336,0.1852145986476441,25.76759837188465,0.05734003228008796,0.2013260468416281,0.13748916942637962,0.50027056777194,False,False
NPCK,ALUT,0.16304429204255444,0.5374312912891215,25.911175046792618,0.05755678106722003,0.12101985719282073,-1.1073003878168701,0.50027056777194,False,False
AGVF,RRES,0.16457345029169973,-0.34654491016979083,28.04150604247087,0.058295082833497436,0.14611592094398013,1.015754625425,0.50027056777194,False,False
RCRI,FWWG,0.16465790270884306,0.91973422190917,25.085467284711257,0.05821140271346994,0.2412675695077043,-0.13394663971931484,0.50027056777194,False,False
ACAC,FARS,0.16465871500110807,0.4892013563056955,49.86105428021275,0.05780360548348932,0.1695963183533443,0.3415010235305193,0.50027056777194,False,False
RRES,FARS,0.16483971361440253,-0.6008282693149077,39.17748756060086,0.05804131360123683,0.11939113714614664,0.15440915443856687,0.50027056777194,False,False
DIHO,FWWG,0.1653865606361829,0.19221695962212654,22.116239932670585,0.05855893940969929,0.2742248381595936,-0.620696623786612,0.50027056777194,False,False
HRET,ULXY,0.16556263453819547,-0.09756750455189313,15.005208535014997,0.058838435070714984,0.21713874068549913,-1.8689593180804995,0.50027056777194,False,False
SMAH,ANSO,0.16646579836397296,0.9407544959588164,44.32777227145556,0.05874224471296362,0.1955987273192315,-0.354889729809523,0.50027056777194,False,False
EELT,EAFC,0.16654470632107665,-0.6196735304225107,22.159273133210522,0.05907291040047475,0.1383632201784622,-1.4897146353070976,0.50027056777194,False,False
RCRI,IHOZ,0.16672750925612195,0.20475667425135632,22.54877577239754,0.059167793449795815,0.1726840932772918,-0.6357707571497506,0.50027056777194,False,False
ACAC,ULXY,0.16690430353741365,0.027226437527755033,15.661661335634124,0.059386364720009174,0.20865027126707814,-1.6845393895202534,0.50027056777194,False,False
EELT,MHRM,0.16734997112000793,-1.446020766629352,21.88784949420057,0.0594499176611792,0.14502353554890945,-1.5975621656266805,0.50027056777194,False,False
OTCS,CCNS,0.1673520806671137,-0.38234368306666866,21.69458423724935,0.059471727155972806,0.1254291752436299,-1.0591964148051933,0.50027056777194,False,False
GARI,FWWG,0.1673854040240107,1.226981108809228,21.381425911056116,0.059540050749175774,0.25577590100917247,-1.3761843571102212,0.50027056777194,False,False
SMAH,ULXY,0.16756153536904222,0.13721526529568429,14.901067013974004,0.059786106715045695,0.2423717831371102,-1.8543160256464335,0.50027056777194,False,False
SPLZ,BLBT,0.1687818141714112,0.2667925484016727,23.065607669384562,0.06003132270810973,0.2985011293011358,0.9498880570095228,0.50027056777194,False,False
LSST,ULXY,0.16878425106189437,0.06433923756754469,15.460502078549952,0.06022071161768473,0.18369358296777202,-1.760219685391821,0.50027056777194,False,False
AMRP,ULXY,0.1692490695160046,-0.25893498617506117,15.043931220734665,0.06051613006848342,0.1228833689487314,-1.7737470465239942,0.50027056777194,False,False
ULXY,NGTE,0.16999626834157444,0.030806403792670748,15.728241288846036,0.06080004200926901,0.24645305511791263,-1.6638356529523186,0.50027056777194,False,False
ULXY,ITPA,0.17030243815726376,0.46637655040735587,15.751646499940055,0.06101638187435829,0.19198264999887815,-1.7858264880223915,0.50027056777194,False,False
NPCK,ULXY,0.17050562063967584,0.10889322617874399,15.61524145961025,0.06102833847095913,0.1972393202880926,-1.715543044286558,0.50027056777194,False,False
ALGO,ULXY,0.17073390567960878,0.09508047327801841,16.0258804310976,0.06110980131758022,0.3954970984685174,-1.553379520282286,0.50027056777194,False,False
NWIG,HRND,0.17177551668683383,2.9899049925995063,19.897182141172706,0.061330763851653244,0.029657607708025963,0.2714257149299764,0.50027056777194,False,False
RCRI,ULXY,0.17185616186672753,0.04845819413017548,15.68524408339504,0.06165452588940742,0.1054142320933235,-1.7373841997271302,0.50027056777194,False,False
NWIG,RCRI,0.172823390788428,0.13319615539574886,23.000369581348412,0.061922751591531384,0.09058999268973461,-0.28798396926131065,0.50027056777194,False,False
DIHO,NGTE,0.17299126655220481,0.04279741365979413,23.531754226895362,0.06202642691779793,0.1880422979576383,-0.7948240442364254,0.50027056777194,False,False
ACAC,EAFC,0.17382169928843794,0.48317934638300264,25.929033934366057,0.062429786945860564,0.20701589823661268,-1.1208605317174156,0.50027056777194,False,False
EORC,ULXY,0.17422835817310728,0.01980606069806088,15.723034745259818,0.06275487296629302,0.1483604447251898,-1.7334016792278268,0.50027056777194,False,False
ELLT,RTTH,0.17431960624692466,-0.10419153693697579,24.694015248177248,0.06274576530551455,0.1051433159287986,-1.4336067450697054,0.50027056777194,False,False
MMBT,ULXY,0.17528364984461736,-0.0023081912565587025,15.688687087957659,0.06324892844024226,0.07148675054477774,-1.7871699378194879,0.50027056777194,False,False
HUXZ,ULXY,0.17544925368021175,0.008733300875150668,15.732431166997285,0.06331823452975255,0.1980573613754086,-1.7534286662922298,0.50027056777194,False,False
LSST,AETS,0.1757526955486982,-0.2389753204682549,38.02724615641052,0.062447385897426794,0.12733028181148073,-0.5055480324482299,0.50027056777194,False,False
OTCS,NPCK,0.17584205970621042,-1.619625976207824,22.078278394611665,0.06335707918449977,0.20104831396353823,1.0161456039480894,0.50027056777194,False,False
ITPA,ILVX,0.17585758237179122,0.20477287974715658,24.216825085321574,0.06327574394758696,0.2419387423211516,-0.1097906193412702,0.50027056777194,False,False
AMRP,OTCS,0.17607801032026377,-0.45240511229936925,22.382616671128982,0.06347785446681609,0.18667169076955253,2.257636317129639,0.50027056777194,False,False
CUBO,GARI,0.17624619524257923,-0.08689746331329004,23.439490657517467,0.0634833190782356,0.19437614559675798,0.1391825362441732,0.50027056777194,False,False
NWIG,FARS,0.17628044121189052,0.2254999065765465,48.29755322363495,0.06174011070165237,0.11094267063344646,-0.03927530216610592,0.50027056777194,False,False
RCRI,EAFC,0.17741807321832703,0.5464183132388741,22.89856303746134,0.06403608462369965,0.18584740798862892,0.2232906552092389,0.50027056777194,False,False
HRND,HTRK,0.17776019565735124,0.07151816741149164,23.383434786895037,0.06420457887361226,0.1007808243172092,0.5183233513090119,0.50027056777194,False,False
AMRP,GARI,0.17790533553597992,1.125876116755752,24.241702156296622,0.06474869429639714,0.21066230285126292,1.8402106990031717,0.50027056777194,False,False
ULXY,HTRK,0.1782306464721065,-0.03243526999937826,15.721092592451283,0.06462106370841157,0.2248701523639042,-1.7985639822159623,0.50027056777194,False,False
DUCT,ULXY,0.17833649809208119,-0.28993876198346713,14.841130316215562,0.06480736960661147,0.23830024203286954,-2.178928702308753,0.50027056777194,False,False
CTGI,GARI,0.17853284073379516,-3.708341105681815,22.760411105417383,0.0645516465103573,0.17788583253427184,-0.6506392851314281,0.50027056777194,False,False
LSST,NGTE,0.17961059547250563,-0.41409617842988933,31.96744539481321,0.06488187855817512,0.21415983955803247,-1.3071807391829864,0.50027056777194,False,False
SPLZ,EAFC,0.1798487247588348,0.34646171868976405,25.73667818571943,0.06511849616834511,0.3438782049733185,-0.1475842895410022,0.50027056777194,False,False
MDGI,ULXY,0.18006136439505604,0.00404541251182914,15.786358616914988,0.06547312125275716,0.09208406226729865,-1.7618601852592084,0.50027056777194,False,False
HUXZ,FCSG,0.18009949086721477,-0.22739748587704284,22.874067801873874,0.06527512403928985,0.18236459376313358,-0.1955848109169102,0.50027056777194,False,False
LSST,HRND,0.18023497398535776,-0.6456931514093823,33.87156748071358,0.06482850539912682,0.1405002998286357,-1.1626263467554008,0.50027056777194,False,False
HUXZ,RRES,0.18043259985514803,-0.5533741420004403,22.86842027698604,0.06543497268038394,0.11839165665536333,0.2480442472149835,0.50027056777194,False,False
RRES,FCSG,0.18057767144891335,0.3330026755985276,27.392602281212383,0.06549438609684789,0.21044214784109688,-0.045994382511455094,0.50027056777194,False,False
GARI,ULXY,0.1806065041454531,-0.039911054393729536,15.760593992857475,0.06573769844454037,0.1255326899859016,-1.8175339329122413,0.50027056777194,False,False
DIHO,IHOZ,0.18069349016010328,0.036869080940218193,22.2517607252247,0.06565967608238893,0.15880783739567578,-1.3855138537093812,0.50027056777194,False,False
MMBT,RCRI,0.18098850986208992,-0.059359194417009264,22.824213034529805,0.06572443145092885,0.2657641385611719,-0.7838047120515884,0.50027056777194,False,False
NWIG,ULXY,0.18126316004076132,-0.05207216724299261,14.844207746427292,0.06619656485271347,0.16663586589324916,-2.2278697179498415,0.50027056777194,False,False
LSST,EORC,0.18140720040325076,-0.6503786911507697,32.6511664430577,0.06569661089621621,0.22592515230965243,-1.4045209241669308,0.50027056777194,False,False
ANSO,ULXY,0.18173188507905463,0.08130611924204677,15.92514417491371,0.0662929703684529,0.223025642382344,-1.8389952513682724,0.50027056777194,False,False
NPCK,CCNS,0.18176250548719974,0.7587410966909853,34.13699017971213,0.0660006122703696,0.07580559704643512,0.24032761834178365,0.50027056777194,False,False
RTTH,NWIG,0.1824031146114497,0.07985224454647821,23.232152588355675,0.06637274501475549,0.11589067879739212,-0.6214229246425202,0.50027056777194,False,False
RRES,AETS,0.18270791789546087,-0.3144693081920077,26.21145646068357,0.06647267376418389,0.11663861310446433,-0.3567597800720069,0.50027056777194,False,False
OTCS,FCSG,0.18334573573470836,0.586504209780026,23.20315523592218,0.06679176018126723,0.08014473015607361,-0.1573908541873446,0.50027056777194,False,False
HUXZ,FARS,0.1850584410504892,0.43801548260682277,42.3081541387237,0.06642161539051795,0.15717146711449495,0.42383059586695554,0.50027056777194,False,False
